0	0.000000	0.000000	-0.007396
0.05	0.0758094	0.0008002030417205	-0.0137691537657797
0.1	0.1516188	0.002095885619884	-0.0204677176614773
0.15	0.2274282	0.0039117168811935	-0.0274916916870929
0.2	0.3032376	0.006272365972352	-0.0348410758426264
0.25	0.379047	0.0092025020400625	-0.0425158701280778
0.3	0.4548564	0.012726794231028	-0.0505160745434471
0.35	0.5306658	0.0168699116919515	-0.0588416890887344
0.4	0.6064752	0.021656523569536	-0.0674927137639396
0.45	0.6822846	0.0271112990104845	-0.0764691485690627
0.5	0.758094	0.0332589071615	-0.0857709935041037
0.55	0.8339034	0.0401240171692855	-0.0953982485690627
0.6	0.9097128	0.047731298180544	-0.10535091376394
0.65	0.9855222	0.0561054193419785	-0.115628989088734
0.7	1.0613316	0.065271049800292	-0.126232474543447
0.75	1.137141	0.0752528587021875	-0.137161370128078
0.8	1.2129504	0.086075515194368	-0.148415675842626
0.85	1.2887598	0.0977636884235365	-0.159995391687093
0.9	1.3645692	0.110342047536396	-0.171900517661477
0.95	1.4403786	0.12383526167965	-0.18413105376578
1	1.516188	0.138268	-0.196687
1.05	1.5919017	0.151542776865348	-0.154821090765595
1.1	1.6676154	0.161841004042004	-0.118060550924285
1.15	1.7433291	0.169549227936586	-0.0864053804760697
1.2	1.8190428	0.175053994955712	-0.0598555794209503
1.25	1.8947565	0.178741851506	-0.0384111477589261
1.3	1.9704702	0.180999343994068	-0.0220720854899972
1.35	2.0461839	0.182213018826534	-0.0108383926141636
1.4	2.1218976	0.182769422410016	-0.00471006913142538
1.45	2.1976113	0.183055101151132	-0.00368711504178239
1.5	2.273325	0.1834566014565	-0.00776953034523474
1.55	2.3490387	0.184360469732738	-0.0169573150417824
1.6	2.4247524	0.186153252386464	-0.0312504691314253
1.65	2.5004661	0.189221495824296	-0.0506489926141637
1.7	2.5761798	0.193951746452852	-0.0751528854899971
1.75	2.6518935	0.20073055067875	-0.104762147758926
1.8	2.7276072	0.209944454908608	-0.13947677942095
1.85	2.8033209	0.221980005549044	-0.17929678047607
1.9	2.8790346	0.237223749006676	-0.224222150924285
1.95	2.9547483	0.256062231688122	-0.274252890765595
2	3.030462	0.278882	-0.329389
2.05	3.106136	0.29914616358922	-0.208580683898829
2.1	3.18181	0.31081425070856	-0.102201948439887
2.15	3.257484	0.31497820544354	-0.0102527936231731
2.2	3.333158	0.31272997187968	0.0672667805513122
2.25	3.408832	0.3051614941025	0.130356774083569
2.3	3.484506	0.29336471619752	0.179017186973597
